,wind_code,sec_name,ar_by_buyer_name,ar_buyer_standard,ar_buyer_subid,cus_name,cus_name_standard,cus_name_subid,ar_buyer_region,cus_region,match_score
628890,601700.SH,风范股份,国网山东省电力公司物资公司,国网山东省电力公司物资公司,16,国网山东省电力公司物资公司,国网山东省电力公司物资公司,4,山东,山东,100
628898,601700.SH,风范股份,国网江苏省电力公司,国网江苏省电力公司,17,国网江苏省电力公司,国网江苏省电力公司,5,江苏,江苏,100
628990,601700.SH,风范股份,特变电工股份有限公司,特变电工股份有限公司,30,特变电工股份有限公司,特变电工股份有限公司,6,,,100
629006,601702.SH,华峰铝业,HANON SYSTEMS CORP.,HANON SYSTEMS CORP.,1,HANON SYSTEMS CORP.,HANON SYSTEMS CORP.,1,,,100
629015,601702.SH,华峰铝业,MAHLE Behr GmbH & Co. KG,MAHLE Behr GmbH & Co. KG,2,MAHLE Behr GmbH & Co. KG,MAHLE Behr GmbH & Co. KG,2,,,100
629023,601702.SH,华峰铝业,MAHLE Behr GmbH & Co.KG,MAHLE Behr GmbH & Co.KG,3,MAHLE Behr GmbH & Co. KG,MAHLE Behr GmbH & Co. KG,2,,,96
629032,601702.SH,华峰铝业,Modine Manufacturing Company,Modine Manufacturing Company,4,Modine Manufacturing Company,Modine Manufacturing Company,3,,,100
629041,601702.SH,华峰铝业,三花控股集团有限公司,三花控股集团有限公司,5,三花控股集团有限公司,三花控股集团有限公司,4,,,100
629060,601702.SH,华峰铝业,江苏嘉和热系统股份有限公司,江苏嘉和热系统股份有限公司,7,江苏嘉和热系统股份有限公司,江苏嘉和热系统股份有限公司,7,江苏,江苏,100
629077,601702.SH,华峰铝业,浙江银轮机械股份有限公司,浙江银轮机械股份有限公司,9,浙江银轮机械股份有限公司,浙江银轮机械股份有限公司,8,浙江,浙江,100
629128,601718.SH,际华集团,中国人民武装警察部队后勤部,中国人民武装警察部队后勤部,11,中国人民武装警察部队后勤部,中国人民武装警察部队后勤部,1,,,100
629133,601718.SH,际华集团,中国人民武装警察部队后勤部军需物资部,中国人民武装警察部队后勤部军需物资部,12,中国人民武装警察部队后勤部,中国人民武装警察部队后勤部,1,,,100
629144,601718.SH,际华集团,中国人民解放军总后勤部军需物资油料部,中国人民解放军总后勤部军需物资油料部,14,中国人民解放军总后勤部军需物资部,中国人民解放军总后勤部军需物资部,2,,,94
629149,601718.SH,际华集团,中国人民解放军总后勤部军需物资部,中国人民解放军总后勤部军需物资部,15,中国人民解放军总后勤部军需物资部,中国人民解放军总后勤部军需物资部,2,,,100
629253,601728.SH,中国电信,中国移动,中国移动,4,中国移动,中国移动,1,,,100
629294,601728.SH,中国电信,电信集团,电信集团,12,电信集团,电信集团,2,,,100
629303,601778.SH,晶科科技,上饶市城市建设投资开发集团有限公司,上饶市城市建设投资开发集团有限公司,1,上饶市城市建设投资开发集团有限公司,上饶市城市建设投资开发集团有限公司,1,上饶,上饶,100
629320,601778.SH,晶科科技,内蒙古电力(集团)有限责任公司,内蒙古电力(集团)有限责任公司,2,内蒙古电力(集团)有限责任公司,内蒙古电力(集团)有限责任公司,2,,,100
629321,601778.SH,晶科科技,内蒙古电力(集团)有限责任公司,内蒙古电力(集团)有限责任公司,2,内蒙古电力(集团有限责任公司),内蒙古电力(集团有限责任公司),3,,,93
629338,601778.SH,晶科科技,合阳县盛耀光伏电力有限公司/澄城县盛步光伏电力有限公司,合阳县盛耀光伏电力有限公司/澄城县盛步光伏电力有限公司,3,合阳县盛耀光伏电力有限公司/澄城县盛步光伏电力有限公司,合阳县盛耀光伏电力有限公司/澄城县盛步光伏电力有限公司,4,,,100
629405,601778.SH,晶科科技,国网江苏省电力有限公司,国网江苏省电力有限公司,7,国网江苏省电力有限公司,国网江苏省电力有限公司,7,江苏,江苏,100
629423,601778.SH,晶科科技,国网江西省电力有限公司,国网江西省电力有限公司,8,国网江西省电力有限公司,国网江西省电力有限公司,9,江西,江西,100
629456,601778.SH,晶科科技,国网浙江省电力有限公司,国网浙江省电力有限公司,10,国网浙江省电力有限公司,国网浙江省电力有限公司,10,浙江,浙江,100
629490,601778.SH,晶科科技,寿阳国科新能源科技有限公司,寿阳国科新能源科技有限公司,12,寿阳国科新能源科技有限公司,寿阳国科新能源科技有限公司,12,,,100
629507,601778.SH,晶科科技,新泰北控清洁能源有限公司/高青创赢农牧科技有限公司/安阳永歌光伏发电有限公司,新泰北控清洁能源有限公司/高青创赢农牧科技有限公司/安阳永歌光伏发电有限公司,13,新泰北控清洁能源有限公司/高青创赢农牧科技有限公司/安阳永歌光伏发电有限公司,新泰北控清洁能源有限公司/高青创赢农牧科技有限公司/安阳永歌光伏发电有限公司,13,安阳,安阳,100
629510,601778.SH,晶科科技,新泰北控清洁能源有限公司/高青创赢农牧科技有限公司/安阳永歌光伏发电有限公司,新泰北控清洁能源有限公司/高青创赢农牧科技有限公司/安阳永歌光伏发电有限公司,13,高青创赢农牧科技有限公司/安阳永歌光伏发电有限公司,高青创赢农牧科技有限公司/安阳永歌光伏发电有限公司,16,安阳,安阳,100
629525,601778.SH,晶科科技,浑源京晶新能源有限公司/海兴京兴新能源有限公司/寿阳京寿光伏发电有限公司,浑源京晶新能源有限公司/海兴京兴新能源有限公司/寿阳京寿光伏发电有限公司,14,浑源京晶新能源有限公司/海兴京兴新能源有限公司/寿阳京寿光伏发电有限公司,浑源京晶新能源有限公司/海兴京兴新能源有限公司/寿阳京寿光伏发电有限公司,15,,,100
629539,601778.SH,晶科科技,高青创赢农牧科技有限公司/安阳永歌光伏发电有限公司,高青创赢农牧科技有限公司/安阳永歌光伏发电有限公司,15,新泰北控清洁能源有限公司/高青创赢农牧科技有限公司/安阳永歌光伏发电有限公司,新泰北控清洁能源有限公司/高青创赢农牧科技有限公司/安阳永歌光伏发电有限公司,13,安阳,安阳,100
629542,601778.SH,晶科科技,高青创赢农牧科技有限公司/安阳永歌光伏发电有限公司,高青创赢农牧科技有限公司/安阳永歌光伏发电有限公司,15,高青创赢农牧科技有限公司/安阳永歌光伏发电有限公司,高青创赢农牧科技有限公司/安阳永歌光伏发电有限公司,16,安阳,安阳,100
629574,601789.SH,宁波建工,威县天海光伏发电有限公司,威县天海光伏发电有限公司,7,威县天海光伏发电有限公司,威县天海光伏发电有限公司,2,,,100
629746,601789.SH,宁波建工,鄞州区高桥镇保障性住房建设办公室,鄞州区高桥镇保障性住房建设办公室,41,鄞州区高桥镇保障性住房建设办公室,鄞州区高桥镇保障性住房建设办公室,4,,,100
629853,601808.SH,中海油服,中海油,中海油,15,中海油,中海油,1,,,100
629861,601811.SH,新华文轩,亚马逊(中国)投资有限公司,亚马逊(中国)投资有限公司,1,亚马逊(中国)投资有限公司,亚马逊(中国)投资有限公司,1,,,100
629907,601811.SH,新华文轩,四川省教育厅,四川省教育厅,10,四川省教育厅,四川省教育厅,2,四川,四川,100
629943,601811.SH,新华文轩,教育科学出版社,教育科学出版社,17,教育科学出版社,教育科学出版社,3,,,100
629959,601811.SH,新华文轩,江苏圆周电子商务有限公司,江苏圆周电子商务有限公司,20,江苏圆周电子商务有限公司,江苏圆周电子商务有限公司,4,江苏,江苏,100
629985,601811.SH,新华文轩,邻水县电化教育馆,邻水县电化教育馆,25,邻水县电化教育馆,邻水县电化教育馆,5,,,100
629986,601816.SH,京沪高铁,上海局集团,上海局集团,1,上海局集团,上海局集团,1,上海,上海,100
630016,601816.SH,京沪高铁,中国铁路上海局集团有限公司,中国铁路上海局集团有限公司,6,上海局集团,上海局集团,1,上海,上海,100
630024,601816.SH,京沪高铁,中国铁路北京局集团有限公司,中国铁路北京局集团有限公司,7,北京局集团,北京局集团,3,北京,北京,100
630032,601816.SH,京沪高铁,中国铁路济南局集团有限公司,中国铁路济南局集团有限公司,8,济南局集团,济南局集团,5,济南,济南,100
630036,601816.SH,京沪高铁,北京局集团,北京局集团,9,北京局集团,北京局集团,3,北京,北京,100
630056,601816.SH,京沪高铁,济南局集团,济南局集团,12,济南局集团,济南局集团,5,济南,济南,100
630105,601827.SH,三峰环境,国网四川省电力公司,国网四川省电力公司,4,国网四川省电力公司,国网四川省电力公司,3,四川,四川,100
630119,601827.SH,三峰环境,国网重庆市电力公司,国网重庆市电力公司,5,国网重庆市电力公司,国网重庆市电力公司,4,重庆,重庆,100
630146,601827.SH,三峰环境,安徽皖能环保发电有限公司,安徽皖能环保发电有限公司,7,安徽皖能环保发电有限公司,安徽皖能环保发电有限公司,5,安徽,安徽,100
630173,601827.SH,三峰环境,广西电网有限责任公司,广西电网有限责任公司,9,广西电网有限责任公司,广西电网有限责任公司,6,,,100
630200,601827.SH,三峰环境,汕头市恒建科创生物质发电有限公司,汕头市恒建科创生物质发电有限公司,11,汕头市恒建科创生物质发电有限公司,汕头市恒建科创生物质发电有限公司,7,汕头,汕头,100
630282,601827.SH,三峰环境,重庆市城市管理局,重庆市城市管理局,17,重庆市城市管理局,重庆市城市管理局,11,重庆,重庆,100
630381,601828.SH,美凯龙,常州市武进建设工程有限公司,常州市武进建设工程有限公司,9,常州市武进建设工程有限公司,常州市武进建设工程有限公司,4,常州,常州,100
630412,601828.SH,美凯龙,广西晟力装饰工程有限公司,广西晟力装饰工程有限公司,12,广西晟力装饰工程有限公司,广西晟力装饰工程有限公司,5,,,100
630475,601828.SH,美凯龙,江苏省建筑工程集团有限公司,江苏省建筑工程集团有限公司,18,江苏省建筑工程集团有限公司,江苏省建筑工程集团有限公司,8,江苏,江苏,100
630486,601828.SH,美凯龙,江苏金啄木装饰工程有限公司,江苏金啄木装饰工程有限公司,19,江苏金啄木装饰工程有限公司,江苏金啄木装饰工程有限公司,9,江苏,江苏,100
630547,601828.SH,美凯龙,石家庄润鑫房地产开发有限公司,石家庄润鑫房地产开发有限公司,25,石家庄润鑫房地产开发有限公司,石家庄润鑫房地产开发有限公司,10,石家庄,石家庄,100
630643,601858.SH,中国科传,中国科学院文献情报中心,中国科学院文献情报中心,10,中国科学院文献情报中心,中国科学院文献情报中心,1,,,100
630664,601858.SH,中国科传,北京人天书店有限公司,北京人天书店有限公司,14,北京人天书店有限公司,北京人天书店有限公司,2,北京,北京,100
630716,601858.SH,中国科传,安徽新华教育图书发行有限公司,安徽新华教育图书发行有限公司,24,安徽新华教育图书发行有限公司,安徽新华教育图书发行有限公司,4,安徽,安徽,100
630839,601865.SH,福莱特,东和电气株式会社,东和电气株式会社,1,东和电气株式会社,东和电气株式会社,2,,,100
630883,601865.SH,福莱特,晶科能源,晶科能源,6,晶科能源,晶科能源,6,,,100
630908,601865.SH,福莱特,隆基股份,隆基股份,9,隆基股份,隆基股份,7,,,100
630917,601865.SH,福莱特,韩华集团,韩华集团,10,韩华集团,韩华集团,8,,,100
630918,601869.SH,长飞光纤,中国电信,中国电信,1,中国电信,中国电信,1,,,100
630926,601869.SH,长飞光纤,中国移动,中国移动,2,中国移动,中国移动,2,,,100
630934,601869.SH,长飞光纤,中国联通,中国联通,3,中国联通,中国联通,3,,,100
631136,601882.SH,海天精工,海天塑机集团有限公司,海天塑机集团有限公司,28,塑机集团,塑机集团,3,,,100
631206,601900.SH,南方传媒,广东教育书店有限公司,广东教育书店有限公司,3,广东教育书店有限公司,广东教育书店有限公司,3,广东,广东,100
631212,601900.SH,南方传媒,广东省教育装备中心,广东省教育装备中心,4,广东省教育装备中心,广东省教育装备中心,4,广东,广东,100
631238,601900.SH,南方传媒,湖南新时代财富投资实业有限公司,湖南新时代财富投资实业有限公司,9,湖南新时代财富投资实业有限公司,湖南新时代财富投资实业有限公司,5,湖南,湖南,100
631299,601921.SH,浙版传媒,宁波新华书店集团有限公司,宁波新华书店集团有限公司,7,宁波新华书店集团,宁波新华书店集团,1,宁波,宁波,100
631300,601921.SH,浙版传媒,宁波新华书店集团有限公司,宁波新华书店集团有限公司,7,宁波新华书店集团有限公司,宁波新华书店集团有限公司,2,宁波,宁波,100
631321,601921.SH,浙版传媒,慈溪市新华书店有限责任公司,慈溪市新华书店有限责任公司,9,慈溪市新华书店有限责任公司,慈溪市新华书店有限责任公司,3,,,100
631362,601921.SH,浙版传媒,杭州妈妈去哪儿网络科技有限公司,杭州妈妈去哪儿网络科技有限公司,13,杭州妈妈去哪儿网络科技有限公司,杭州妈妈去哪儿网络科技有限公司,4,杭州,杭州,100
631413,601921.SH,浙版传媒,河南省新华书店发行集团有限公司,河南省新华书店发行集团有限公司,18,河南新华书店发行集团有限公司,河南新华书店发行集团有限公司,5,河南,河南,93
631471,601928.SH,凤凰传媒,READERLINK,READERLINK,1,READERLINK,READERLINK,3,,,100
631482,601928.SH,凤凰传媒,READERLINK DIST SERVICES,READERLINK DIST SERVICES,2,READERLINK,READERLINK,3,,,100
631493,601928.SH,凤凰传媒,READERLINKDISTSERVICES,READERLINKDISTSERVICES,3,READERLINK,READERLINK,3,,,100
631518,601928.SH,凤凰传媒,中国电信股份有限公司,中国电信股份有限公司,5,中国电信股份有限公司,中国电信股份有限公司,6,,,100
631530,601928.SH,凤凰传媒,中国联合网络通信有限公司,中国联合网络通信有限公司,6,中国联合网络通信有限公司,中国联合网络通信有限公司,7,,,100
631542,601928.SH,凤凰传媒,中国联合网络通信有限公司南京市分公司,中国联合网络通信有限公司南京市分公司,7,中国联合网络通信有限公司南京市分公司,中国联合网络通信有限公司南京市分公司,8,南京,南京,100
631620,601928.SH,凤凰传媒,南京电信/百度网讯,南京电信/百度网讯,14,南京电信/百度网讯,南京电信/百度网讯,9,南京,南京,100
631732,601928.SH,凤凰传媒,江苏省教育厅,江苏省教育厅,24,江苏省教育厅,江苏省教育厅,11,江苏,江苏,100
631893,601949.SH,中国出版,北京当当网信息技术有限公司,北京当当网信息技术有限公司,11,北京当当网信息技术有限公司,北京当当网信息技术有限公司,1,北京,北京,100
631919,601949.SH,中国出版,新华文轩出版传媒股份有限公司,新华文轩出版传媒股份有限公司,16,新华文轩出版传媒股份有限公司,新华文轩出版传媒股份有限公司,2,,,100
631963,601952.SH,苏垦农发,上海中储粮储备有限公司,上海中储粮储备有限公司,1,上海中储粮储备有限公司,上海中储粮储备有限公司,1,上海,上海,100
632201,601952.SH,苏垦农发,百威英博啤酒,百威英博啤酒,30,百威英博啤酒,百威英博啤酒,7,,,100
632266,601952.SH,苏垦农发,苏果超市,苏果超市,38,苏果超市有限公司,苏果超市有限公司,8,,,100
632274,601952.SH,苏垦农发,苏果超市有限公司,苏果超市有限公司,39,苏果超市有限公司,苏果超市有限公司,8,,,100
632290,601966.SH,玲珑轮胎,上汽通用五菱汽车股份有限公司,上汽通用五菱汽车股份有限公司,2,上汽通用五菱汽车股份有限公司,上汽通用五菱汽车股份有限公司,3,,,100
632296,601966.SH,玲珑轮胎,东风汽车股份有限公司,东风汽车股份有限公司,3,东风汽车股份有限公司,东风汽车股份有限公司,4,,,100
632302,601966.SH,玲珑轮胎,北汽福田汽车股份有限公司,北汽福田汽车股份有限公司,4,北汽福田汽车股份有限公司,北汽福田汽车股份有限公司,5,,,100
632332,601985.SH,中国核电,国家电网公司华东分部,国家电网公司华东分部,4,国家电网公司华东分部,国家电网公司华东分部,1,,,100
632341,601985.SH,中国核电,国家电网有限公司,国家电网有限公司,5,国家电网有限公司华东分部,国家电网有限公司华东分部,2,,,100
632349,601985.SH,中国核电,国家电网有限公司华东分部,国家电网有限公司华东分部,6,国家电网有限公司华东分部,国家电网有限公司华东分部,2,,,100
632391,601985.SH,中国核电,国网江苏省电力有限公司,国网江苏省电力有限公司,11,国网江苏省电力有限公司,国网江苏省电力有限公司,4,江苏,江苏,100
632400,601985.SH,中国核电,国网浙江省电力有限公司,国网浙江省电力有限公司,12,国网浙江省电力有限公司,国网浙江省电力有限公司,5,浙江,浙江,100
632425,601985.SH,中国核电,国网福建省电力有限公司,国网福建省电力有限公司,15,国网福建省电力有限公司,国网福建省电力有限公司,6,福建,福建,100
632433,601985.SH,中国核电,国网福建省电力有限公司漳州供电公司,国网福建省电力有限公司漳州供电公司,16,国网福建省电力有限公司,国网福建省电力有限公司,6,福建,福建,100
632458,601985.SH,中国核电,浙江省电力公司,浙江省电力公司,19,浙江省电力公司,浙江省电力公司,7,浙江,浙江,100
632467,601985.SH,中国核电,海南电网有限责任公司,海南电网有限责任公司,20,海南电网有限责任公司,海南电网有限责任公司,8,海南,海南,100
632473,601985.SH,中国核电,福建省电力有限公司,福建省电力有限公司,21,国网福建省电力有限公司,国网福建省电力有限公司,6,福建,福建,100
632507,601999.SH,出版传媒,山东泉林纸业有限责任公司,山东泉林纸业有限责任公司,7,山东泉林纸业有限责任公司,山东泉林纸业有限责任公司,2,山东,山东,100
632528,601999.SH,出版传媒,沈阳市新华书店,沈阳市新华书店,11,沈阳市新华书店,沈阳市新华书店,3,沈阳,沈阳,100
632533,601999.SH,出版传媒,沈阳市新华书店有限公司,沈阳市新华书店有限公司,12,沈阳市新华书店,沈阳市新华书店,3,沈阳,沈阳,100
632555,601999.SH,出版传媒,辽宁华育书刊发行有限公司,辽宁华育书刊发行有限公司,16,辽宁华育书刊发行有限公司,辽宁华育书刊发行有限公司,5,辽宁,辽宁,100
632610,603004.SH,鼎龙科技,ARYSTA HEALTH AND NUTRITION SCIENCES CORPORATION,ARYSTA HEALTH AND NUTRITION SCIENCES CORPORATION,1,ARYSTA,ARYSTA,1,,,100
632676,603007.SH,*ST花王,东阿县交通运输局,东阿县交通运输局,1,东阿县交通运输局,东阿县交通运输局,1,,,100
632817,603007.SH,*ST花王,邳州市园林局,邳州市园林局,18,邳州市园林局,邳州市园林局,6,,,100
632881,603011.SH,合锻智能,上海航空发动机制造股份有限公司,上海航空发动机制造股份有限公司,2,上海航空发动机制造股份有限公司,上海航空发动机制造股份有限公司,4,上海,上海,100
632937,603011.SH,合锻智能,北京市工业设计研究院有限公司,北京市工业设计研究院有限公司,5,北京市工业设计研究院有限公司,北京市工业设计研究院有限公司,6,北京,北京,100
632956,603011.SH,合锻智能,南京金龙客车制造有限公司,南京金龙客车制造有限公司,6,南京金龙客车制造有限公司,南京金龙客车制造有限公司,7,南京,南京,100
632994,603011.SH,合锻智能,宁波可挺汽车零部件有限公司,宁波可挺汽车零部件有限公司,8,宁波可挺汽车零部件有限公司,宁波可挺汽车零部件有限公司,9,宁波,宁波,100
633013,603011.SH,合锻智能,安徽嘉安汽车服务有限公司,安徽嘉安汽车服务有限公司,9,安徽嘉安汽车服务有限公司,安徽嘉安汽车服务有限公司,10,安徽,安徽,100
633051,603011.SH,合锻智能,德纳(盐城)动力技术有限公司,德纳(盐城)动力技术有限公司,11,德纳(盐城)动力技术有限公司,德纳(盐城)动力技术有限公司,12,盐城,盐城,100
633127,603011.SH,合锻智能,浙江铁牛汽车车身有限公司,浙江铁牛汽车车身有限公司,15,浙江铁牛汽车车身有限公司及其关联方,浙江铁牛汽车车身有限公司及其关联方,16,浙江,浙江,100
633164,603011.SH,合锻智能,湖南晓光汽车模具有限公司,湖南晓光汽车模具有限公司,17,湖南晓光汽车模具有限公司,湖南晓光汽车模具有限公司,17,湖南,湖南,100
633273,603011.SH,合锻智能,陕西至信机械制造有限公司,陕西至信机械制造有限公司,23,陕西至信机械制造有限公司,陕西至信机械制造有限公司,18,陕西,陕西,100
633274,603013.SH,亚普股份,CHRYSLER GROUP LLC,CHRYSLER GROUP LLC,1,CHRYSLER GROUP LLC,CHRYSLER GROUP LLC,1,,,100
633279,603013.SH,亚普股份,CHRYSLER GROUPLLC,CHRYSLER GROUPLLC,2,CHRYSLER GROUP LLC,CHRYSLER GROUP LLC,1,,,94
633311,603013.SH,亚普股份,一汽-大众汽车有限公司,一汽-大众汽车有限公司,8,一汽-大众汽车有限公司,一汽-大众汽车有限公司,3,,,100
633312,603013.SH,亚普股份,一汽-大众汽车有限公司,一汽-大众汽车有限公司,8,上汽大众汽车有限公司,上汽大众汽车有限公司,4,,,90
633316,603013.SH,亚普股份,一汽.大众汽车有限公司,一汽.大众汽车有限公司,9,一汽-大众汽车有限公司,一汽-大众汽车有限公司,3,,,91
633317,603013.SH,亚普股份,一汽.大众汽车有限公司,一汽.大众汽车有限公司,9,上汽大众汽车有限公司,上汽大众汽车有限公司,4,,,90
633321,603013.SH,亚普股份,一汽大众汽车有限公司,一汽大众汽车有限公司,10,一汽-大众汽车有限公司,一汽-大众汽车有限公司,3,,,90
633322,603013.SH,亚普股份,一汽大众汽车有限公司,一汽大众汽车有限公司,10,上汽大众汽车有限公司,上汽大众汽车有限公司,4,,,90
633326,603013.SH,亚普股份,上汽大众汽车有限公司,上汽大众汽车有限公司,11,一汽-大众汽车有限公司,一汽-大众汽车有限公司,3,,,90
633327,603013.SH,亚普股份,上汽大众汽车有限公司,上汽大众汽车有限公司,11,上汽大众汽车有限公司,上汽大众汽车有限公司,4,,,100
633333,603013.SH,亚普股份,上汽通用汽车有限公司,上汽通用汽车有限公司,12,上汽通用汽车有限公司,上汽通用汽车有限公司,5,,,100
633430,603028.SH,赛福天,华升富士达电梯有限公司,华升富士达电梯有限公司,3,华升富士达电梯有限公司,华升富士达电梯有限公司,2,,,100
633480,603029.SH,天鹅股份,新疆中泰进出口贸易有限公司,新疆中泰进出口贸易有限公司,5,新疆中泰进出口贸易有限公司,新疆中泰进出口贸易有限公司,2,,,100
633488,603029.SH,天鹅股份,新疆建设兵团第八师一四九团,新疆建设兵团第八师一四九团,6,新疆建设兵团第八师,新疆建设兵团第八师,5,,,100
633554,603031.SH,安孚科技,ENERGIZER,ENERGIZER,2,ENERGIZERMFGINCC/ORICHSWHS,ENERGIZERMFGINCC/ORICHSWHS,1,,,100
633574,603031.SH,安孚科技,ENERGIZERMFGINCC/ORICHSWHS,ENERGIZERMFGINCC/ORICHSWHS,4,ENERGIZERMFGINCC/ORICHSWHS,ENERGIZERMFGINCC/ORICHSWHS,1,,,100
633595,603031.SH,安孚科技,InnoventGmbH&Co.KG,InnoventGmbH&Co.KG,6,InnoventGmbH&Co.KG,InnoventGmbH&Co.KG,2,,,100
633678,603031.SH,安孚科技,北京京东世纪贸易有限公司,北京京东世纪贸易有限公司,14,北京京东世纪贸易有限公司,北京京东世纪贸易有限公司,5,北京,北京,100
634264,603033.SH,三维股份,AWARD FABRICATING & MACHINING COMPANY LTD (加拿大美罗),AWARD FABRICATING & MACHINING COMPANY LTD (加拿大美罗),1,AWARD FABRICATING & MACHINING COMPANY LTD,AWARD FABRICATING & MACHINING COMPANY LTD,1,,,100
634368,603033.SH,三维股份,郑州市三维物资有限公司,郑州市三维物资有限公司,21,郑州市三维物资有限公司,郑州市三维物资有限公司,5,郑州,郑州,100
634379,603035.SH,常熟汽饰,一汽-大众汽车有限公司,一汽-大众汽车有限公司,2,一汽-大众汽车有限公司,一汽-大众汽车有限公司,1,,,100
634384,603035.SH,常熟汽饰,一汽—大众汽车有限公司,一汽—大众汽车有限公司,3,一汽-大众汽车有限公司,一汽-大众汽车有限公司,1,,,91
634389,603035.SH,常熟汽饰,一汽大众汽车有限公司,一汽大众汽车有限公司,4,一汽-大众汽车有限公司,一汽-大众汽车有限公司,1,,,90
634395,603035.SH,常熟汽饰,上汽通用(沈阳)北盛汽车有限公司,上汽通用(沈阳)北盛汽车有限公司,5,上汽通用(沈阳)北盛汽车有限公司,上汽通用(沈阳)北盛汽车有限公司,2,沈阳,沈阳,100
634446,603035.SH,常熟汽饰,奇瑞汽车股份有限公司,奇瑞汽车股份有限公司,15,奇瑞汽车股份有限公司,奇瑞汽车股份有限公司,3,,,100
634487,603035.SH,常熟汽饰,长春安通林,长春安通林,23,长春安通林汽车饰件有限公司,长春安通林汽车饰件有限公司,4,长春,长春,100
634492,603035.SH,常熟汽饰,长春安通林汽车饰件有限公司,长春安通林汽车饰件有限公司,24,长春安通林汽车饰件有限公司,长春安通林汽车饰件有限公司,4,长春,长春,100
634498,603035.SH,常熟汽饰,长春派格,长春派格,25,长春派格汽车塑料技术有限公司,长春派格汽车塑料技术有限公司,5,长春,长春,100
634503,603035.SH,常熟汽饰,长春派格汽车塑料技术有限公司,长春派格汽车塑料技术有限公司,26,长春派格汽车塑料技术有限公司,长春派格汽车塑料技术有限公司,5,长春,长春,100
634521,603036.SH,如通股份,中石化中原石油工程有限公司,中石化中原石油工程有限公司,4,中石化中原石油工程有限公司海外工程公司,中石化中原石油工程有限公司海外工程公司,3,,,100
634526,603036.SH,如通股份,中石化中原石油工程有限公司海外工程公司,中石化中原石油工程有限公司海外工程公司,5,中石化中原石油工程有限公司海外工程公司,中石化中原石油工程有限公司海外工程公司,3,,,100
634542,603036.SH,如通股份,宝鸡石油机械有限责任公司,宝鸡石油机械有限责任公司,8,宝鸡石油机械有限责任公司,宝鸡石油机械有限责任公司,4,宝鸡,宝鸡,100
634611,603037.SH,凯众股份,南阳淅减汽车减振器有限公司,南阳淅减汽车减振器有限公司,11,南阳淅减,南阳淅减,3,南阳,南阳,100
634616,603037.SH,凯众股份,南阳淅减汽车减振器有限公司淅川汽车减振器厂,南阳淅减汽车减振器有限公司淅川汽车减振器厂,12,南阳淅减,南阳淅减,3,南阳,南阳,100
634697,603038.SH,华立股份,欧派家居集团股份有限公司,欧派家居集团股份有限公司,5,欧派家居集团股份有限公司,欧派家居集团股份有限公司,4,,,100
634708,603038.SH,华立股份,索菲亚家居股份有限公司,索菲亚家居股份有限公司,7,索菲亚家居股份有限公司,索菲亚家居股份有限公司,5,,,100
634771,603039.SH,泛微网络,浙商银行股份有限公司,浙商银行股份有限公司,12,浙商银行股份有限公司,浙商银行股份有限公司,3,,,100
634841,603040.SH,新坐标,一汽-大众汽车有限公司,一汽-大众汽车有限公司,8,一汽-大众汽车有限公司,一汽-大众汽车有限公司,1,,,100
634849,603040.SH,新坐标,上海大众动力总成有限公司,上海大众动力总成有限公司,9,上海大众动力总成有限公司,上海大众动力总成有限公司,3,上海,上海,100
634911,603040.SH,新坐标,神龙汽车有限公司,神龙汽车有限公司,19,神龙汽车有限公司,神龙汽车有限公司,5,,,100
634937,603041.SH,美思德,南京红宝丽聚氨酯有限公司,南京红宝丽聚氨酯有限公司,3,南京红宝丽聚氨酯有限公司,南京红宝丽聚氨酯有限公司,1,南京,南京,100
634938,603041.SH,美思德,南京红宝丽聚氨酯有限公司,南京红宝丽聚氨酯有限公司,3,"南京红宝丽聚氨酯有限公司,南京红宝丽新材料有限公司","南京红宝丽聚氨酯有限公司,南京红宝丽新材料有限公司",2,南京,南京,100
634999,603041.SH,美思德,阿联酋 RECAZ,阿联酋 RECAZ,9,阿联酋 RECAZ,阿联酋 RECAZ,9,,,100
635031,603042.SH,华脉科技,中国电信股份有限公司江苏分公司,中国电信股份有限公司江苏分公司,3,中国电信股份有限公司江苏分公司,中国电信股份有限公司江苏分公司,2,江苏,江苏,100
635044,603042.SH,华脉科技,中国电信股份有限公司陕西分公司,中国电信股份有限公司陕西分公司,5,中国电信股份有限公司陕西分公司,中国电信股份有限公司陕西分公司,3,陕西,陕西,100
635069,603042.SH,华脉科技,中国联合网络通信有限公司北京市分公司,中国联合网络通信有限公司北京市分公司,9,中国联合网络通信有限公司北京市分公司,中国联合网络通信有限公司北京市分公司,4,北京,北京,100
635076,603042.SH,华脉科技,中国联合网络通信有限公司河北省分公司,中国联合网络通信有限公司河北省分公司,10,中国联合网络通信有限公司河北省分公司,中国联合网络通信有限公司河北省分公司,5,河北,河北,100
635083,603042.SH,华脉科技,中国联合网络通信有限公司河南省分公司,中国联合网络通信有限公司河南省分公司,11,中国联合网络通信有限公司河南省分公司,中国联合网络通信有限公司河南省分公司,6,河南,河南,100
635148,603043.SH,广州酒家,华润万家生活超市(广州)有限公司,华润万家生活超市(广州)有限公司,3,华润万家生活超市(广州)有限公司,华润万家生活超市(广州)有限公司,1,广州,广州,100
