,wind_code,sec_name,ar_by_buyer_name,ar_buyer_standard,ar_buyer_subid,cus_name,cus_name_standard,cus_name_subid,ar_buyer_region,cus_region,match_score
635191,603043.SH,广州酒家,汕头市鸿佳商贸有限公司,汕头市鸿佳商贸有限公司,8,汕头市鸿佳商贸有限公司,汕头市鸿佳商贸有限公司,4,汕头,汕头,100
635201,603043.SH,广州酒家,沃尔玛(中国)投资有限公司,沃尔玛(中国)投资有限公司,9,沃尔玛(中国)投资有限公司,沃尔玛(中国)投资有限公司,6,,,100
635212,603048.SH,浙江黎明,上海汽车集团股份有限公司,上海汽车集团股份有限公司,1,上海汽车集团股份有限公司,上海汽车集团股份有限公司,1,上海,上海,100
635219,603048.SH,浙江黎明,东风汽车集团有限公司,东风汽车集团有限公司,2,东风汽车集团有限公司,东风汽车集团有限公司,2,,,100
635226,603048.SH,浙江黎明,中国第一汽车集团有限公司,中国第一汽车集团有限公司,3,中国第一汽车集团有限公司,中国第一汽车集团有限公司,3,,,100
635233,603048.SH,浙江黎明,广西玉柴机器集团有限公司,广西玉柴机器集团有限公司,4,广西玉柴机器集团有限公司,广西玉柴机器集团有限公司,4,,,100
635246,603048.SH,浙江黎明,潍柴控股集团有限公司,潍柴控股集团有限公司,6,潍柴控股集团有限公司,潍柴控股集团有限公司,5,,,100
635253,603048.SH,浙江黎明,长城汽车股份有限公司,长城汽车股份有限公司,7,长城汽车股份有限公司,长城汽车股份有限公司,6,,,100
635310,603050.SH,科林电气,国网冀北电力有限公司,国网冀北电力有限公司,8,国网冀北电力有限公司,国网冀北电力有限公司,1,,,100
635344,603050.SH,科林电气,国网山东省电力公司,国网山东省电力公司,12,国网山东省电力公司,国网山东省电力公司,3,山东,山东,100
635352,603050.SH,科林电气,国网山东省电力公司物资公司,国网山东省电力公司物资公司,13,国网山东省电力公司,国网山东省电力公司,3,山东,山东,100
635387,603050.SH,科林电气,国网河南省电力公司,国网河南省电力公司,17,国网河南省电力公司,国网河南省电力公司,6,河南,河南,100
635395,603050.SH,科林电气,国网河南省电力公司物资公司,国网河南省电力公司物资公司,18,国网河南省电力公司,国网河南省电力公司,6,河南,河南,100
635404,603050.SH,科林电气,国网湖北省电力公司,国网湖北省电力公司,19,国网湖北省电力公司,国网湖北省电力公司,7,湖北,湖北,100
635412,603050.SH,科林电气,国网湖北省电力公司武汉供电公司,国网湖北省电力公司武汉供电公司,20,国网湖北省电力公司,国网湖北省电力公司,7,湖北,湖北,100
635437,603050.SH,科林电气,国网湖南省电力公司,国网湖南省电力公司,23,国网湖南省电力公司,国网湖南省电力公司,8,湖南,湖南,100
635582,603051.SH,鹿山新材,Hayim Pinhas Kimyevi ve Maden MamulleriIhracat ve Ithalat A.S,Hayim Pinhas Kimyevi ve Maden MamulleriIhracat ve Ithalat A.S,1,Hayim Pinhas Kimyevi ve Maden Mamulleri Ihracat ve Ithalat A.S.,Hayim Pinhas Kimyevi ve Maden Mamulleri Ihracat ve Ithalat A.S.,1,,,98
635600,603051.SH,鹿山新材,唐山海泰新能科技股份有限公司,唐山海泰新能科技股份有限公司,3,唐山海泰新能科技股份有限公司,唐山海泰新能科技股份有限公司,3,唐山,唐山,100
635651,603051.SH,鹿山新材,正信光电科技股份有限公司,正信光电科技股份有限公司,9,正信光电科技股份有限公司,正信光电科技股份有限公司,6,,,100
635693,603052.SH,可川科技,宁德时代新能源科技股份有限公司,宁德时代新能源科技股份有限公司,3,宁德时代,宁德时代,4,宁德,宁德,100
635753,603053.SH,成都燃气,四川华油集团有限责任公司物资分公司,四川华油集团有限责任公司物资分公司,4,四川华油集团有限责任公司,四川华油集团有限责任公司,3,四川,四川,100
635966,603053.SH,成都燃气,成都鲁能压缩天然气有限责任公司,成都鲁能压缩天然气有限责任公司,34,成都鲁能压缩天然气有限责任公司,成都鲁能压缩天然气有限责任公司,6,成都,成都,100
636023,603053.SH,成都燃气,贵州燃气集团股份有限公司,贵州燃气集团股份有限公司,42,贵州燃气集团股份有限公司,贵州燃气集团股份有限公司,7,贵州,贵州,100
636076,603055.SH,台华新材,"DESIPRO PTE LTD,上海莘威运动品有限公司","DESIPRO PTE LTD,上海莘威运动品有限公司",3,"DESIPRO PTE LTD,上海莘威运动品有限公司","DESIPRO PTE LTD,上海莘威运动品有限公司",3,上海,上海,100
636077,603055.SH,台华新材,"DESIPRO PTE LTD,上海莘威运动品有限公司","DESIPRO PTE LTD,上海莘威运动品有限公司",3,"DESIPRO PTE LTD,上海莘威运动品有限公司,上海斯博汀贸易有限公司","DESIPRO PTE LTD,上海莘威运动品有限公司,上海斯博汀贸易有限公司",4,上海,上海,100
636091,603055.SH,台华新材,上海东奕实业有限公司,上海东奕实业有限公司,4,上海东奕实业有限公司,上海东奕实业有限公司,7,上海,上海,100
636092,603055.SH,台华新材,上海东奕实业有限公司,上海东奕实业有限公司,4,"上海东奕实业有限公司,上海东奕纺织品有限公司","上海东奕实业有限公司,上海东奕纺织品有限公司",8,上海,上海,100
636121,603055.SH,台华新材,"上海莘威运动品有限公司,上海斯博汀贸易有限公司","上海莘威运动品有限公司,上海斯博汀贸易有限公司",7,"DESIPRO PTE LTD,上海莘威运动品有限公司,上海斯博汀贸易有限公司","DESIPRO PTE LTD,上海莘威运动品有限公司,上海斯博汀贸易有限公司",4,上海,上海,100
636216,603055.SH,台华新材,福建龙峰纺织科技实业有限公司,福建龙峰纺织科技实业有限公司,15,福建龙峰纺织科技实业有限公司,福建龙峰纺织科技实业有限公司,11,福建,福建,100
636264,603057.SH,紫燕食品,南京金又文食品贸易有限公司,南京金又文食品贸易有限公司,8,南京金又文,南京金又文,2,南京,南京,100
636296,603057.SH,紫燕食品,山东邦晟食品有限公司,山东邦晟食品有限公司,14,山东邦晟食品有限公司,山东邦晟食品有限公司,4,山东,山东,100
636363,603058.SH,永吉股份,湖北中烟工业有限责任公司,湖北中烟工业有限责任公司,9,湖北中烟工业有限责任公司,湖北中烟工业有限责任公司,1,湖北,湖北,100
636374,603058.SH,永吉股份,贵州中烟工业有限责任公司,贵州中烟工业有限责任公司,11,贵州中烟工业有限责任公司,贵州中烟工业有限责任公司,2,贵州,贵州,100
636411,603058.SH,永吉股份,贵州科辉制药有限责任公司,贵州科辉制药有限责任公司,18,"贵州科辉制药有限责任公司,贵州益康制药有限公司","贵州科辉制药有限责任公司,贵州益康制药有限公司",4,贵州,贵州,100
636462,603058.SH,永吉股份,贵州黄果树立爽药业有限公司,贵州黄果树立爽药业有限公司,28,贵州黄果树立爽药业有限公司,贵州黄果树立爽药业有限公司,5,贵州,贵州,100
636468,603059.SH,倍加洁,Cardinal Health Singapore 225 PTE LTD,Cardinal Health Singapore 225 PTE LTD,1,Cardinal Health Singaporee 225 PTE LTD,Cardinal Health Singaporee 225 PTE LTD,1,,,97
636506,603059.SH,倍加洁,"Medline Industries, Inc.","Medline Industries, Inc.",5,"Medline Industries,Inc.","Medline Industries,Inc.",3,,,96
636515,603059.SH,倍加洁,"MedlineIndustries,Inc","MedlineIndustries,Inc",6,"Medline Industries,Inc.","Medline Industries,Inc.",3,,,95
636525,603059.SH,倍加洁,Ranir LLC,Ranir LLC,7,Ranir,Ranir,4,,,100
636546,603059.SH,倍加洁,广州薇美姿个人护理用品有限公司,广州薇美姿个人护理用品有限公司,9,广州薇美姿,广州薇美姿,7,广州,广州,100
636555,603059.SH,倍加洁,广州薇美姿实业有限公司,广州薇美姿实业有限公司,10,广州薇美姿,广州薇美姿,7,广州,广州,100
636574,603059.SH,倍加洁,梅州佳杰日用品有限公司,梅州佳杰日用品有限公司,12,梅州佳杰日用品有限公司,梅州佳杰日用品有限公司,8,梅州,梅州,100
636584,603059.SH,倍加洁,重庆登康口腔护理用品股份有限公司,重庆登康口腔护理用品股份有限公司,13,重庆登康口腔护理用品股份有限公司,重庆登康口腔护理用品股份有限公司,9,重庆,重庆,100
636805,603060.SH,国检集团,上海轨道交通五号线南延伸发展有限公司,上海轨道交通五号线南延伸发展有限公司,11,上海轨道交通五号线南延伸发展有限公司,上海轨道交通五号线南延伸发展有限公司,1,上海,上海,100
636828,603060.SH,国检集团,上海轨道交通十六号线发展有限公司,上海轨道交通十六号线发展有限公司,12,上海轨道交通十八号线发展有限公司,上海轨道交通十八号线发展有限公司,2,上海,上海,94
637164,603060.SH,国检集团,南安市质量计量检测所,南安市质量计量检测所,27,南安市质量计量检测所,南安市质量计量检测所,8,,,100
637457,603060.SH,国检集团,河南浪迪瓷业有限公司,河南浪迪瓷业有限公司,40,河南浪迪瓷业有限公司,河南浪迪瓷业有限公司,15,河南,河南,100
637549,603060.SH,国检集团,苏州市轨道交通集团有限公司,苏州市轨道交通集团有限公司,44,苏州市轨道交通集团有限公司,苏州市轨道交通集团有限公司,19,苏州,苏州,100
637594,603060.SH,国检集团,重庆理真科技有限公司,重庆理真科技有限公司,46,重庆理真科技有限公司,重庆理真科技有限公司,20,重庆,重庆,100
637607,603061.SH,金海通,Carsem (M) Sdn.Bhd.,Carsem (M) Sdn.Bhd.,2,Carsem (M) Sdn. Bhd.,Carsem (M) Sdn. Bhd.,1,,,95
637630,603061.SH,金海通,上海伟测半导体科技股份有限公司,上海伟测半导体科技股份有限公司,4,上海伟测半导体科技股份有限公司,上海伟测半导体科技股份有限公司,4,上海,上海,100
637693,603061.SH,金海通,甬砂电子(宁波)股份有限公司,甬砂电子(宁波)股份有限公司,10,甬硅电子(宁波)股份有限公司,甬硅电子(宁波)股份有限公司,7,宁波,宁波,93
637703,603061.SH,金海通,甬破电子(宁波)股份有限公司,甬破电子(宁波)股份有限公司,11,甬硅电子(宁波)股份有限公司,甬硅电子(宁波)股份有限公司,7,宁波,宁波,93
637715,603061.SH,金海通,通富微电子股份有限公司,通富微电子股份有限公司,12,通富微电子股份有限公司,通富微电子股份有限公司,9,,,100
637726,603061.SH,金海通,镇江砂佳测试技术有限公司,镇江砂佳测试技术有限公司,13,镇江硅佳测试技术有限公司,镇江硅佳测试技术有限公司,10,镇江,镇江,92
637763,603062.SH,麦加芯彩,中材科技风电叶片股份有限公司,中材科技风电叶片股份有限公司,6,中材科技,中材科技,2,,,100
637846,603063.SH,禾望电气,东方电气股份有限公司下属子公司,东方电气股份有限公司下属子公司,1,东方电气股份有限公司下属子公司,东方电气股份有限公司下属子公司,1,东方,东方,100
637853,603063.SH,禾望电气,北京万源工业有限公司及其下属子公司,北京万源工业有限公司及其下属子公司,2,"北京万源工业有限公司及其下属分公司,子公司","北京万源工业有限公司及其下属分公司,子公司",2,北京,北京,94
637854,603063.SH,禾望电气,北京万源工业有限公司及其下属子公司,北京万源工业有限公司及其下属子公司,2,北京万源工业有限公司及其下属子公司,北京万源工业有限公司及其下属子公司,3,北京,北京,100
637867,603063.SH,禾望电气,沈阳华创风能有限公司及其下属子公司,沈阳华创风能有限公司及其下属子公司,4,沈阳华创风能有限公司及其下属子公司,沈阳华创风能有限公司及其下属子公司,4,沈阳,沈阳,100
637875,603063.SH,禾望电气,湘潭电机股份有限公司及其下属子公司,湘潭电机股份有限公司及其下属子公司,5,湘潭电机股份有限公司及其下属子公司,湘潭电机股份有限公司及其下属子公司,6,湘潭,湘潭,100
638159,603066.SH,音飞储存,北京伍强科技有限公司,北京伍强科技有限公司,8,北京伍强科技有限公司,北京伍强科技有限公司,5,北京,北京,100
638313,603066.SH,音飞储存,唯品会(天津)电子商务有限公司,唯品会(天津)电子商务有限公司,17,唯品会(天津)电子商务有限公司,唯品会(天津)电子商务有限公司,6,天津,天津,100
638365,603066.SH,音飞储存,唯品会(简阳)电子商务有限公司,唯品会(简阳)电子商务有限公司,20,唯品会(简阳)电子商务有限公司,唯品会(简阳)电子商务有限公司,7,,,100
638418,603066.SH,音飞储存,广州希音供应链管理有限公司,广州希音供应链管理有限公司,23,广州希音供应链管理有限公司,广州希音供应链管理有限公司,9,广州,广州,100
638506,603066.SH,音飞储存,昆明昆船物流信息产业有限公司,昆明昆船物流信息产业有限公司,28,昆明昆船物流信息产业有限公司,昆明昆船物流信息产业有限公司,12,昆明,昆明,100
638575,603066.SH,音飞储存,浙江菜鸟供应链管理有限公司,浙江菜鸟供应链管理有限公司,32,浙江菜鸟供应链管理有限公司,浙江菜鸟供应链管理有限公司,13,浙江,浙江,100
638610,603066.SH,音飞储存,深圳市北领科技物流有限公司,深圳市北领科技物流有限公司,34,深圳市北领科技物流有限公司,深圳市北领科技物流有限公司,14,深圳,深圳,100
638628,603066.SH,音飞储存,湖北唯品会物流有限公司,湖北唯品会物流有限公司,35,湖北唯品会物流有限公司,湖北唯品会物流有限公司,15,湖北,湖北,100
638725,603067.SH,振华股份,兄弟科技股份有限公司,兄弟科技股份有限公司,6,兄弟科技股份有限公司,兄弟科技股份有限公司,2,,,100
638772,603067.SH,振华股份,江苏双乐化工颜料有限公司,江苏双乐化工颜料有限公司,15,江苏双乐化工颜料有限公司,江苏双乐化工颜料有限公司,4,江苏,江苏,100
